98.6328125,
-898.4375,
133.7890625,
415.52734375,
-625.0,
-926.26953125,
-487.3046875,
-152.83203125,
750.48828125,
-859.86328125,
-127.44140625,
393.5546875,
625.0,
-895.01953125,
-874.51171875,
518.5546875,
-875.0,
-905.2734375,
-113.76953125,
554.6875,
0.0,
-115.72265625,
-145.01953125,
4.8828125,
-242.1875,
-510.7421875,
999.0234375,
-231.93359375,
250.0,
-896.484375,
-120.60546875,
-98.6328125,
87.40234375,
762.6953125,
-178.22265625,
625.0,
-960.9375,
-620.60546875,
-13.18359375,
-990.72265625,
-373.046875,
-15.625,
375.0,
125.0,
-897.94921875,
382.8125,
-214.35546875,
-750.0,
-919.921875,
-987.3046875,
710.9375,
750.0,
-978.515625,
873.046875,
259.27734375,
-500.0,
-896.484375,
126.46484375,
-607.421875,
-1000.0,
-898.92578125,
134.765625,
-205.078125,
-875.0,
-933.59375,
474.12109375,
-124.51171875,
262.6953125,
868.1640625,
-501.953125,
268.5546875,
-250.0,
-895.99609375,
627.44140625,
146.484375,
-375.0,
511.71875,
-565.4296875,
250.0,
-951.171875,
-867.67578125,
-144.04296875,
254.39453125,
-242.67578125,
-136.23046875,
874.0234375,
393.06640625,
728.02734375,
-619.140625,
405.2734375,
0.0,
-915.52734375,
-612.3046875,
-176.7578125,
0.0,
-966.796875,
-372.55859375,
112.3046875,
751.953125,
609.375,
375.0,
392.578125,
125.0,
-897.94921875,
-866.69921875,
413.57421875,
-125.0,
-924.8046875,
-612.3046875,
875.0,
-980.46875,
622.0703125,
368.1640625,
889.16015625,
-1000.0,
-895.5078125,
375.9765625,
-981.93359375,
-500.0,
-901.85546875,
-953.61328125,
-1000.0,
-939.453125,
760.25390625,
99.609375,
625.0,
638.18359375,
-756.8359375,
-626.953125,
143.5546875,
-375.0,
-871.09375,
-725.09765625,
-500.0,
-910.64453125,
11.71875,
810.05859375,
-750.0,
-953.125,
-118.1640625,
-143.5546875,
-745.60546875,
-636.23046875,
874.0234375,
393.06640625,
-250.0,
-896.97265625,
-993.65234375,
-593.26171875,
-125.0,
-918.45703125,
-487.3046875,
323.2421875,
-591.796875,
126.953125,
364.2578125,
-364.2578125,
500.9765625,
608.88671875,
-125.0,
892.578125,
0.0,
-897.94921875,
-741.69921875,
-500.0,
-925.78125,
12.6953125,
586.42578125,
375.0,
-979.98046875,
-253.90625,
996.09375,
767.578125,
500.0,
-895.01953125,
-356.4453125,
-375.0,
-904.296875,
-739.74609375,
171.38671875,
-1000.0,
-939.453125,
884.765625,
477.05078125,
-373.046875,
11.71875,
-126.953125,
643.5546875,
-500.0,
-895.99609375,
-996.09375,
-975.09765625,
125.0,
-911.62109375,
637.20703125,
-939.94140625,
-750.0,
-119.140625,
734.86328125,
-616.69921875,
-746.09375,
986.81640625,
-500.48828125,
518.06640625,
-750.0,
-896.97265625,
-993.65234375,
-593.26171875,
81.0546875,
262.6953125,
828.125,
625.0,
-968.26171875,
376.46484375,
-8.30078125,
-610.3515625,
-750.0,
-894.53125,
-624.0234375,
125.0,
-897.94921875,
-741.69921875,
163.57421875,
375.0,
-926.26953125,
512.6953125,
-280.2734375,
750.0,
-984.375,
244.62890625,
268.5546875,
750.0,
-895.01953125,
-874.51171875,
518.5546875,
-625.0,
-904.78515625,
-739.2578125,
675.78125,
875.0,
-940.91796875,
479.98046875,
-495.1171875,
7.8125,
-385.25390625,
-750.9765625,
-231.93359375,
500.0,
-895.99609375,
-996.09375,
-975.09765625,
-250.0,
512.20703125,
569.3359375,
-750.0,
-960.9375,
-996.09375,
486.81640625,
-490.72265625,
-498.046875,
109.375,
500.0,
392.578125,
727.5390625,
-368.1640625,
783.69140625,
500.0,
-920.41015625,
512.6953125,
460.9375,
625.0,
-979.00390625,
248.046875,
-881.8359375,
750.0,
-895.5078125,
125.9765625,
17.578125,
-875.0,
-898.92578125,
759.27734375,
168.9453125,
-375.0,
-934.08203125,
-988.76953125,
875.48828125,
12.6953125,
993.1640625,
-626.953125,
143.5546875,
-125.0,
-895.5078125,
-248.53515625,
520.01953125,
500.0,
-906.73828125,
-940.4296875,
250.0,
-951.66015625,
-992.67578125,
-769.04296875,
504.39453125,
-367.67578125,
-136.23046875,
999.0234375,
393.06640625,
-125.0,
-869.62890625,
779.78515625,
-500.0,
-916.015625,
-862.3046875,
-301.7578125,
125.0,
-966.796875,
-497.55859375,
-12.6953125,
508.7890625,
-640.625,
375.0,
392.578125,
125.0,
-897.94921875,
-741.69921875,
163.57421875,
125.0,
-925.29296875,
-237.3046875,
586.42578125,
-605.46875,
497.0703125,
493.1640625,
388.671875,
375.0,
-895.5078125,
375.9765625,
-981.93359375,
-375.0,
-902.34375,
885.25390625,
-500.0,
-939.453125,
635.7421875,
-650.390625,
-999.51171875,
-855.95703125,
745.1171875,
122.0703125,
19.04296875,
-375.0,
-896.484375,
-350.09765625,
-375.0,
-911.1328125,
886.71875,
810.05859375,
-750.0,
-953.125,
-118.1640625,
-143.5546875,
-745.60546875,
-742.67578125,
-125.9765625,
393.06640625,
-250.0,
-896.97265625,
-993.65234375,
-593.26171875,
-125.0,
-918.45703125,
-487.3046875,
323.2421875,
500.0,
-123.046875,
738.76953125,
135.7421875,
-624.0234375,
-266.6015625,
125.48828125,
-857.421875,
0.0,
-897.94921875,
-741.69921875,
38.57421875,
74.21875,
-112.3046875,
461.42578125,
375.0,
-979.98046875,
-378.41796875,
-503.90625,
-982.91015625,
375.0,
-895.5078125,
875.48828125,
125.0,
-904.296875,
-739.74609375,
296.38671875,
-875.0,
-939.453125,
884.765625,
976.07421875,
251.46484375,
11.71875,
-507.8125,
268.5546875,
-750.0,
-895.99609375,
-996.09375,
-975.09765625,
125.0,
-911.62109375,
637.20703125,
-939.94140625,
-625.0,
-953.125,
484.375,
-742.1875,
-371.09375,
361.328125,
-0.48828125,
768.06640625,
-875.0,
-896.97265625,
-993.65234375,
-593.26171875,
-125.0,
512.6953125,
326.171875,
-500.0,
-968.75,
-499.0234375,
-383.30078125,
-485.83984375,
250.0,
-895.01953125,
125.9765625,
-357.421875,
727.05078125,
-741.69921875,
38.57421875,
375.0,
-926.26953125,
637.6953125,
-281.25,
-500.0,
-984.375,
369.140625,
622.55859375,
750.0,
-895.01953125,
-874.51171875,
518.5546875,
-500.0,
-904.78515625,
510.25390625,
923.33984375,
-750.0,
-940.91796875,
-740.72265625,
879.39453125,
-242.1875,
-9.765625,
-626.46484375,
-731.93359375,
134.27734375,
233.3984375,
376.46484375,
400.87890625,
-125.0,
-912.109375,
-932.6171875,
-625.0,
-960.44921875,
-621.09375,
361.81640625,
-615.72265625,
-373.046875,
109.375,
375.0,
392.578125,
750.0,
-868.65234375,
282.2265625,
-250.0,
-919.43359375,
-237.3046875,
-41.015625,
625.0,
-978.515625,
747.55859375,
993.1640625,
-611.328125,
-645.5078125,
125.9765625,
17.578125,
-750.0,
-898.4375,
-491.2109375,
792.48046875,
-375.0,
-932.6171875,
11.23046875,
724.12109375,
-612.3046875,
868.1640625,
-626.953125,
143.5546875,
0.0,
-895.01953125,
-874.51171875,
518.5546875,
-750.0,
-905.76171875,
11.23046875,
-500.0,
-950.68359375,
507.32421875,
-394.04296875,
129.39453125,
-117.67578125,
-261.23046875,
999.0234375,
393.06640625,
0.0,
-896.484375,
-347.16796875,
-375.0,
-915.0390625,
-362.3046875,
-551.7578125,
0.0,
-966.796875,
-372.55859375,
112.3046875,
633.7890625,
-123.046875,
-250.0,
392.578125,
250.0,
-897.94921875,
257.8125,
-338.37890625,
750.0,
-924.31640625,
137.6953125,
336.42578125,
0.0,
-2.9296875,
493.1640625,
388.671875,
375.0,
-895.5078125,
250.9765625,
-732.421875,
625.0,
-900.87890625,
-365.234375,
421.38671875,
60.546875,
760.25390625,
99.609375,
625.0,
638.18359375,
-756.8359375,
-501.953125,
268.5546875,
-250.0,
-895.99609375,
377.44140625,
125.0,
-909.66796875,
-613.28125,
310.05859375,
-875.0,
-953.125,
-118.1640625,
-143.5546875,
-745.60546875,
-742.67578125,
-11.23046875,
268.06640625,
-250.0,
-896.97265625,
-744.140625,
906.25,
750.0,
-918.45703125,
-487.3046875,
323.2421875,
500.0,
-966.796875,
487.3046875,
508.7890625,
-123.046875,
609.375,
375.0,
392.578125,
125.0,
-897.94921875,
-741.69921875,
38.57421875,
375.0,
512.6953125,
461.42578125,
375.0,
-979.98046875,
372.0703125,
-637.20703125,
-737.79296875,
625.0,
-895.99609375,
625.9765625,
-981.4453125,
721.19140625,
-988.76953125,
167.48046875,
-875.0,
-939.453125,
-100.09765625,
-71.2890625,
768.5546875,
-176.26953125,
250.0,
-954.58984375,
833.49609375,
-500.0,
-967.28515625,
-495.60546875,
-139.6484375,
-614.74609375,
127.9296875,
-526.85546875,
260.7421875,
-946.2890625,
500.0,
889.16015625,
-674.8046875,
375.0,
-955.078125,
886.71875,
89.35546875,
750.0,
-973.6328125,
125.0,
-506.8359375,
271.97265625,
-913.57421875,
637.6953125,
813.4765625,
875.0,
-950.1953125,
887.6953125,
-48.828125,
625.0,
-954.58984375,
-863.76953125,
-404.78515625,
-854.4921875,
245.1171875,
-999.51171875,
-590.33203125,
-500.0,
-925.78125,
389.6484375,
-427.734375,
375.0,
-954.1015625,
-112.79296875,
-750.0,
-960.9375,
8.30078125,
226.5625,
-1000.0,
-988.28125,
983.3984375,
633.30078125,
-950.68359375,
-500.0,
-935.546875,
-550.29296875,
625.0,
-954.58984375,
-362.79296875,
-291.50390625,
-500.0,
-967.28515625,
-495.60546875,
-139.6484375,
-614.74609375,
-122.0703125,
-488.76953125,
-816.40625,
-625.0,
-944.82421875,
13.671875,
-799.31640625,
250.0,
-954.58984375,
-863.28125,
-35.64453125,
750.0,
-250.48828125,
-629.8828125,
-849.12109375,
875.0,
-918.45703125,
13.671875,
-432.6171875,
375.0,
-953.61328125,
637.20703125,
-298.33984375,
-204.58984375,
-988.28125,
-655.76171875,
-250.0,
-973.14453125,
-881.8359375,
-871.09375,
-82.51953125,
750.0,
-930.6640625,
-985.3515625,
-125.0,
-954.1015625,
-987.79296875,
327.1484375,
-1000.0,
-960.9375,
383.30078125,
-897.4609375,
1.46484375,
9.27734375,
729.98046875,
52.734375,
875.0,
-938.96484375,
-985.83984375,
-174.8046875,
0.0,
-954.58984375,
-237.79296875,
-166.50390625,
-500.0,
-966.796875,
239.2578125,
642.578125,
875.0,
-909.66796875,
512.20703125,
60.546875,
-250.0,
-946.2890625,
-236.81640625,
700.68359375,
875.0,
261.71875,
-284.66796875,
0.0,
-974.609375,
747.55859375,
-376.46484375,
33.203125,
125.0,
-925.29296875,
514.16015625,
-57.12890625,
421.38671875,
512.20703125,
-298.33984375,
0.0,
-954.58984375,
-489.2578125,
222.65625,
625.0,
-984.86328125,
-388.18359375,
-242.67578125,
500.0,
-932.12890625,
-735.3515625,
-50.29296875,
-625.0,
-954.1015625,
-987.79296875,
77.1484375,
-625.0,
-961.9140625,
256.34765625,
633.7890625,
-121.58203125,
98.6328125,
510.25390625,
553.22265625,
750.0,
-939.453125,
764.16015625,
-49.8046875,
0.0,
-954.58984375,
835.9375,
-500.0,
-971.19140625,
875.48828125,
493.1640625,
-977.5390625,
-750.0,
-913.0859375,
-237.3046875,
-64.453125,
-250.0,
888.18359375,
700.68359375,
875.0,
-955.078125,
886.23046875,
94.23828125,
-1000.0,
-979.00390625,
-4.8828125,
-999.51171875,
-465.33203125,
-925.29296875,
514.16015625,
192.87109375,
-750.0,
-953.61328125,
636.71875,
827.1484375,
-1000.0,
-958.49609375,
-240.72265625,
-398.92578125,
-863.28125,
-16.11328125,
-117.1875,
-578.61328125,
250.0,
-932.12890625,
-735.3515625,
-175.29296875,
-625.0,
-954.58984375,
-112.79296875,
-750.0,
-966.30859375,
-870.60546875,
360.3515625,
-739.74609375,
377.9296875,
-776.85546875,
385.25390625,
928.22265625,
750.0,
-939.453125,
-549.8046875,
0.0,
-955.078125,
761.71875,
89.35546875,
750.0,
-973.6328125,
125.0,
-506.8359375,
146.97265625,
500.0,
-487.3046875,
-189.453125,
0.0,
-947.265625,
888.18359375,
-48.828125,
-750.0,
-955.078125,
886.23046875,
-404.78515625,
500.0,
-254.8828125,
-999.51171875,
-465.33203125,
-500.0,
-925.29296875,
-110.83984375,
694.3359375,
875.0,
-953.61328125,
-488.28125,
952.1484375,
-210.9375,
8.30078125,
226.07421875,
875.0,
-988.28125,
233.88671875,
-616.69921875,
-954.58984375,
-250.0,
-927.24609375,
-361.328125,
-125.0,
-954.58984375,
-487.79296875,
-291.50390625,
-500.0,
-967.28515625,
-495.60546875,
-139.6484375,
-614.74609375,
2.9296875,
-151.85546875,
55.6640625,
-500.0,
-942.87109375,
638.671875,
-49.31640625,
-500.0,
-954.58984375,
-988.28125,
-35.64453125,
750.0,
-973.6328125,
243.1640625,
21.97265625,
875.0,
-914.0625,
-736.81640625,
-935.05859375,
500.0,
-952.1484375,
-487.79296875,
-48.33984375,
-250.0,
261.23046875,
-404.78515625,
500.0,
-979.4921875,
994.62890625,
-498.53515625,
-337.890625,
750.0,
-928.7109375,
-360.3515625,
-801.26953125,
420.8984375,
-612.79296875,
77.1484375,
-1000.0,
-960.9375,
8.30078125,
226.07421875,
875.0,
-988.28125,
482.91015625,
883.30078125,
500.0,
-937.98828125,
264.16015625,
-49.8046875,
-500.0,
-954.58984375,
-237.79296875,
-291.50390625,
-500.0,
-967.28515625,
-121.09375,
638.18359375,
-1000.0,
-907.71484375,
-113.28125,
184.5703125,
-125.0,
-946.2890625,
138.18359375,
325.68359375,
875.0,
-954.58984375,
839.35546875,
750.0,
-973.14453125,
-0.9765625,
-878.41796875,
-220.21484375,
625.0,
-922.8515625,
-235.83984375,
-932.12890625,
-875.0,
887.20703125,
-298.33984375,
0.0,
-954.58984375,
-488.76953125,
-654.296875,
250.0,
-982.421875,
-385.7421875,
5.859375,
-330.078125,
-932.12890625,
-610.3515625,
-300.29296875,
-500.0,
-954.1015625,
-987.79296875,
327.1484375,
-1000.0,
-960.44921875,
-742.67578125,
230.46875,
-869.62890625,
-149.4140625,
-364.74609375,
-696.77734375,
875.0,
-939.453125,
764.16015625,
-49.8046875,
-125.0,
-954.58984375,
-237.79296875,
-750.0,
-969.23828125,
251.46484375,
741.2109375,
395.5078125,
500.0,
-913.0859375,
-237.3046875,
-64.453125,
-250.0,
-946.2890625,
-549.31640625,
875.0,
-954.58984375,
-988.76953125,
717.28515625,
625.0,
-977.5390625,
245.60546875,
-375.0,
659.66796875,
0.0,
-485.83984375,
192.87109375,
-750.0,
-953.61328125,
637.20703125,
-798.33984375,
750.0,
-957.03125,
-740.234375,
-25.390625,
250.0,
-266.11328125,
-492.1875,
-453.61328125,
250.0,
-932.12890625,
-860.3515625,
-175.29296875,
-625.0,
-954.58984375,
387.20703125,
-170.41015625,
-214.84375,
-745.1171875,
-265.13671875,
510.25390625,
752.9296875,
-901.85546875,
260.7421875,
-946.77734375,
750.0,
-939.453125,
764.16015625,
-125.0,
-954.58984375,
-988.28125,
212.890625,
750.0,
-973.14453125,
-750.48828125,
868.1640625,
271.97265625,
500.0,
-913.0859375,
60.546875,
-250.0,
-946.2890625,
-236.81640625,
700.68359375,
750.0,
-955.078125,
761.23046875,
-404.78515625,
500.0,
-979.4921875,
125.48828125,
-590.33203125,
-375.0,
-925.29296875,
389.16015625,
192.87109375,
-625.0,
-953.61328125,
636.71875,
327.1484375,
-375.0,
258.30078125,
226.07421875,
875.0,
-988.28125,
233.88671875,
-117.1875,
-578.61328125,
250.0,
-932.6171875,
765.13671875,
-301.7578125,
425.78125,
11.23046875,
958.49609375,
-500.0,
-967.28515625,
-495.60546875,
-139.6484375,
-614.74609375,
252.9296875,
-651.85546875,
385.25390625,
500.0,
-939.94140625,
764.16015625,
-424.8046875,
250.0,
-955.078125,
761.71875,
89.35546875,
750.0,
-973.6328125,
125.0,
646.97265625,
500.0,
-913.0859375,
-487.3046875,
-187.98828125,
-1000.0,
-949.21875,
-987.3046875,
-173.828125,
500.0,
-954.58984375,
845.21484375,
500.0,
-979.4921875,
244.62890625,
875.48828125,
-465.33203125,
-500.0,
-925.29296875,
-610.3515625,
-929.19921875,
375.0,
887.20703125,
-672.8515625,
-750.0,
-960.9375,
8.30078125,
226.07421875,
875.0,
-988.28125,
233.88671875,
-117.1875,
-953.125,
-934.08203125,
-610.83984375,
949.70703125,
125.0,
-954.58984375,
-487.79296875,
-291.50390625,
-500.0,
-967.28515625,
-495.60546875,
-139.6484375,
-872.0703125,
222.65625,
885.7421875,
557.12890625,
-125.0,
-943.359375,
-111.328125,
-49.31640625,
-375.0,
-954.58984375,
-988.28125,
-750.0,
-973.6328125,
499.51171875,
993.65234375,
-102.05078125,
875.0,
-915.0390625,
-986.81640625,
66.40625,
-625.0,
-952.63671875,
-548.33984375,
-250.0,
-954.58984375,
-613.76953125,
-404.78515625,
500.0,
-979.00390625,
-130.859375,
-497.0703125,
-584.9609375,
500.0,
-485.3515625,
-300.78125,
625.0,
-954.1015625,
-987.79296875,
327.1484375,
-1000.0,
-960.9375,
8.30078125,
351.07421875,
625.0,
-267.578125,
-866.2109375,
-197.75390625,
-625.0,
-938.4765625,
889.16015625,
75.1953125,
-375.0,
-954.58984375,
-237.79296875,
-291.50390625,
-217.28515625,
628.41796875,
488.28125,
-859.375,
-125.0,
-908.203125,
887.20703125,
-814.453125,
-250.0,
-946.2890625,
-236.81640625,
-125.0,
-954.58984375,
-738.28125,
89.35546875,
750.0,
-973.14453125,
748.53515625,
-751.953125,
-92.7734375,
375.0,
-923.33984375,
67.87109375,
-875.0,
-953.61328125,
512.20703125,
-298.33984375,
125.0,
-954.58984375,
-489.2578125,
722.16796875,
-500.0,
-982.421875,
131.8359375,
-703.125,
-750.0,
-932.12890625,
-735.3515625,
-175.29296875,
-625.0,
-954.1015625,
-987.79296875,
327.1484375,
-1000.0,
256.8359375,
731.93359375,
-992.67578125,
4.8828125,
100.5859375,
-989.74609375,
-446.77734375,
875.0,
-939.453125,
764.16015625,
-49.8046875,
420.41015625,
-487.79296875,
-915.0390625,
-375.0,
-969.7265625,
626.46484375,
-8.30078125,
395.99609375,
750.0,
-913.0859375,
-237.3046875,
500.0,
-946.2890625,
-236.81640625,
700.68359375,
875.0,
-954.58984375,
-988.76953125,
468.26171875,
-625.0,
-977.5390625,
-629.39453125,
659.66796875,
0.0,
-925.29296875,
514.16015625,
192.87109375,
-625.0,
-953.61328125,
636.71875,
952.1484375,
-1000.0,
-958.0078125,
