time, reward, loss, alpha, low beta, high beta, gamma, theta, mod1, mod2, mod3, mod4, mod5
1591656682.011254, 0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 51, 51, 51, 51, 
1591656683.011255, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 50, 50, 50, 50, 
1591656684.011256, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 51, 51, 51, 51, 
1591656685.0112572, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 52, 52, 52, 52, 
1591656686.0112581, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 51, 51, 51, 51, 
1591656687.0112588, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 52, 52, 52, 52, 
1591656688.0112598, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 51, 51, 51, 51, 
1591656689.011261, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 52, 52, 52, 52, 
1591656690.011262, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 53, 53, 53, 53, 
1591656691.011263, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 54, 54, 54, 54, 
1591656692.011264, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 55, 55, 55, 55, 
1591656693.011265, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 56, 56, 56, 56, 
1591656694.011266, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 57, 57, 57, 57, 
1591656695.0112672, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 58, 58, 58, 58, 
1591656696.0112681, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 57, 57, 57, 57, 
1591656697.011269, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 58, 58, 58, 58, 
1591656698.0112698, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 57, 57, 57, 57, 
1591656699.011271, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 56, 56, 56, 56, 
1591656700.011272, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 57, 57, 57, 57, 
1591656701.011273, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 58, 58, 58, 58, 
1591656702.011274, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 59, 59, 59, 59, 
1591656703.011275, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 60, 60, 60, 60, 
1591656704.011276, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 59, 59, 59, 59, 
1591656705.011279, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 60, 60, 60, 60, 
1591656706.0112798, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 61, 61, 61, 61, 
1591656707.011281, 0.0, None, 6.109999999999999, 4.654999999999999, 2.2920000000000003, 1.324, 1.287, 60, 60, 60, 60, 
