time, reward, loss, alpha, low beta, high beta, gamma, theta, mod1, mod2, mod3, mod4, mod5
1591670370.050876, 0, None, 2835.934663393492, 3504.495193958083, 3504.495193958083, 3851.649927041011, 2357.161612537624, 51, 51, 51, 51, 
1591670371.0508769, 0.0, None, 2835.934663393492, 3504.495193958083, 3504.495193958083, 3851.649927041011, 2357.161612537624, 52, 52, 52, 52, 
1591670372.050878, 0.0, None, 2835.934663393492, 3504.495193958083, 3504.495193958083, 3851.649927041011, 2357.161612537624, 53, 53, 53, 53, 
1591670373.050879, 0.0, None, 2835.934663393492, 3504.495193958083, 3504.495193958083, 3851.649927041011, 2357.161612537624, 54, 54, 54, 54, 
1591670374.05088, 0.0, None, 2835.934663393492, 3504.495193958083, 3504.495193958083, 3851.649927041011, 2357.161612537624, 53, 53, 53, 53, 
1591670375.050881, 0.0, None, 2835.934663393492, 3504.495193958083, 3504.495193958083, 3851.649927041011, 2357.161612537624, 54, 54, 54, 54, 
1591670376.050882, 0.0, None, 2835.934663393492, 3504.495193958083, 3504.495193958083, 3851.649927041011, 2357.161612537624, 55, 55, 55, 55, 
1591670377.050883, 0.0, None, 2835.934663393492, 3504.495193958083, 3504.495193958083, 3851.649927041011, 2357.161612537624, 56, 56, 56, 56, 
1591670378.050884, 0.0, None, 2835.934663393492, 3504.495193958083, 3504.495193958083, 3851.649927041011, 2357.161612537624, 57, 57, 57, 57, 
1591670379.0508852, 0.0, None, 2835.934663393492, 3504.495193958083, 3504.495193958083, 3851.649927041011, 2357.161612537624, 56, 56, 56, 56, 
1591670380.050886, 0.0, None, 2835.934663393492, 3504.495193958083, 3504.495193958083, 3851.649927041011, 2357.161612537624, 57, 57, 57, 57, 
1591670381.0508869, 0.0, None, 2835.934663393492, 3504.495193958083, 3504.495193958083, 3851.649927041011, 2357.161612537624, 56, 56, 56, 56, 
1591670382.0508878, 0.0, None, 2835.934663393492, 3504.495193958083, 3504.495193958083, 3851.649927041011, 2357.161612537624, 57, 57, 57, 57, 
1591670383.050889, 0.0, None, 2835.934663393492, 3504.495193958083, 3504.495193958083, 3851.649927041011, 2357.161612537624, 56, 56, 56, 56, 
