time, reward, loss, alpha, low beta, high beta, gamma, theta, mod1, mod2, mod3, mod4, mod5
1590447971.7598321, 0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 399, 399, 399, 399, 
1590447971.859833, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 398, 398, 398, 398, 
1590447971.9598331, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 397, 397, 397, 397, 
1590447972.0598478, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 398, 398, 398, 398, 
1590447972.159848, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 399, 399, 399, 399, 
1590447972.259849, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 398, 398, 398, 398, 
1590447972.35985, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 397, 397, 397, 397, 
1590447972.45985, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 398, 398, 398, 398, 
1590447972.559851, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 397, 397, 397, 397, 
1590447972.659851, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 398, 398, 398, 398, 
1590447972.759852, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 399, 399, 399, 399, 
1590447972.859852, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 398, 398, 398, 398, 
1590447972.9598532, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 397, 397, 397, 397, 
1590447973.059854, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 396, 396, 396, 396, 
1590447973.1598542, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 395, 395, 395, 395, 
1590447973.259855, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 394, 394, 394, 394, 
1590447973.3598552, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 393, 393, 393, 393, 
1590447973.4598558, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 392, 392, 392, 392, 
1590447973.5598562, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 391, 391, 391, 391, 
1590447973.6598568, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 390, 390, 390, 390, 
1590447973.759857, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 391, 391, 391, 391, 
1590447973.859858, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 390, 390, 390, 390, 
1590447973.959859, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 389, 389, 389, 389, 
1590447974.059859, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 390, 390, 390, 390, 
1590447974.15986, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 389, 389, 389, 389, 
1590447974.25986, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 388, 388, 388, 388, 
1590447974.359861, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 387, 387, 387, 387, 
1590447974.459861, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 386, 386, 386, 386, 
1590447974.559862, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 387, 387, 387, 387, 
1590447974.659862, 0.0, 12.716383934020996, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 386, 386, 386, 386, 
1590447974.7598631, 0.0, 8.303117752075195, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 385, 385, 385, 385, 
1590447974.859864, 0.0, 5.416418552398682, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 386, 386, 386, 386, 
1590447974.9598641, 0.0, 6.5812602043151855, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 385, 385, 385, 385, 
1590447975.059865, 0.0, 4.906087398529053, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 386, 386, 386, 386, 
1590447975.1598651, 0.0, 4.641392230987549, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 385, 385, 385, 385, 
1590447975.259866, 0.0, 2.884763240814209, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 384, 384, 384, 384, 
1590447975.359894, 0.0, 2.664658308029175, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 385, 385, 385, 385, 
1590447975.4598951, 0.0, 1.082046627998352, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 386, 386, 386, 386, 
1590447975.559896, 0.0, 0.011950027197599411, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 385, 385, 385, 385, 
1590447975.6598961, 0.0, 2.250227928161621, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 386, 386, 386, 386, 
