time, reward, loss, alpha, low beta, high beta, gamma, theta, mod1, mod2, mod3, mod4, mod5
1590177337.579953, 0, None, 78.78300000000002, 19.866, 8.324, 3.3029999999999995, 1.736, 200, 300, 800, 300, 
1590177338.579954, -19.874000000000024, None, 52.50499999999999, 11.36, 3.9479999999999995, 3.024, 1.7730000000000001, 200, 200, 800, 300, 
1590177339.5799549, 20.999499999999998, None, 78.02399999999999, 18.843999999999998, 5.571, 3.719, 1.739, 200, 200, 800, 200, 
1590177340.579956, -56.39949999999999, None, 26.604, 22.689999999999998, 7.746, 3.255, 3.7079999999999997, 200, 100, 800, 200, 
1590177341.579957, -13.643, None, 14.784999999999997, 16.541, 6.771, 9.032, 9.093999999999998, 200, 100, 800, 100, 
1590177342.579958, 57.629000000000005, None, 67.644, 21.268, 6.579999999999999, 3.423, 2.0559999999999996, 200, 100, 800, 200, 
1590177343.5799592, 16.707999999999995, None, 79.723, 12.302, 6.906, 5.0840000000000005, 1.747, 200, 0, 800, 200, 
1590177344.57996, 0.0, None, 79.723, 12.302, 6.906, 5.0840000000000005, 1.747, 200, 100, 800, 200, 
1590177345.579961, -38.68849999999999, None, 42.083000000000006, 13.747, 6.508000000000001, 3.8649999999999998, 2.2720000000000002, 200, 100, 900, 200, 
1590177346.579962, -39.292500000000004, None, 17.685, 43.727, 7.503, 3.447, 1.679, 100, 100, 900, 200, 
1590177347.579963, 5.555499999999997, None, 16.354, 34.666000000000004, 3.233, 4.659, 1.458, 100, 200, 900, 200, 
1590177348.579964, 5.649000000000002, None, 22.332, 31.116000000000003, 7.1690000000000005, 4.3100000000000005, 1.5939999999999999, 0, 200, 900, 200, 
1590177349.5799649, 2.705499999999997, None, 18.726999999999997, 22.161, 3.529, 3.5109999999999997, 1.581, 0, 200, 900, 300, 
1590177350.579969, -12.148000000000001, None, 31.575000000000003, 69.51800000000001, 5.528, 4.198999999999999, 1.899, 0, 200, 900, 200, 
1590177351.5799701, 16.646000000000008, None, 36.986, 32.70499999999999, 13.616999999999997, 5.912999999999999, 5.026, 0, 200, 900, 100, 
1590177352.579971, -6.454000000000002, None, 20.637, 26.703, 5.559, 3.8570000000000007, 2.161, 100, 200, 900, 100, 
1590177353.579972, 6.147499999999994, None, 28.116999999999997, 30.421000000000006, 5.622, 2.9189999999999996, 1.6030000000000002, 100, 200, 800, 100, 
1590177354.5799732, -2.9149999999999965, None, 25.229, 32.349000000000004, 3.7279999999999998, 2.845, 1.613, 0, 200, 800, 100, 
1590177355.579974, 14.505000000000006, None, 37.548, 25.394, 7.021, 2.3369999999999997, 1.258, 0, 200, 800, 0, 
1590177356.579975, -26.494, None, 17.341, 40.903999999999996, 4.539, 3.7800000000000002, 1.031, 0, 200, 800, -100, 
1590177357.5799758, 0.0, None, 17.341, 40.903999999999996, 4.539, 3.7800000000000002, 1.031, 0, 200, 700, -100, 
1590177358.579977, 0.12599999999999745, None, 17.619, 37.872, 7.522999999999999, 3.5069999999999997, 1.2069999999999999, 0, 200, 600, -100, 
1590177359.579978, 2.876999999999998, None, 10.923, 18.133000000000003, 7.96, 2.771, 1.2850000000000001, 0, 300, 600, -100, 
1590177360.579979, 33.79149999999999, None, 48.397, 19.233999999999998, 11.056000000000001, 3.814, 2.8690000000000007, 0, 400, 600, -100, 
1590177361.5799801, 16.238000000000007, None, 72.566, 37.358, 10.659999999999998, 2.8529999999999998, 1.936, 0, 400, 700, -100, 
1590177362.579981, -28.50150000000001, None, 40.431, 35.19500000000001, 5.062, 3.3980000000000006, 2.183, 0, 400, 700, -200, 
1590177363.579982, 10.03500000000001, None, 37.026, 10.427, 4.526, 2.5069999999999997, 1.3950000000000002, 100, 400, 700, -200, 
1590177364.579983, 15.336000000000013, None, 60.152000000000015, 20.179, 9.082, 3.1420000000000003, 2.031, 100, 400, 700, -100, 
1590177365.579984, -8.777000000000013, None, 47.331, 15.629999999999999, 6.929, 3.0980000000000003, 1.338, 100, 400, 700, -200, 
1590177366.579985, -6.073500000000003, 19.330522537231445, 39.015, 12.423, 5.720999999999999, 3.1239999999999997, 1.3030000000000002, 100, 400, 800, -200, 
1590177367.5799859, 0.21050000000000035, 18.395606994628906, 36.777, 9.567, 3.506, 2.2529999999999997, 1.3900000000000001, 200, 400, 800, -200, 
1590177368.579987, -19.884500000000003, 16.081623077392578, 22.1, 14.138, 9.644, 2.4250000000000003, 1.243, 200, 400, 800, -300, 
1590177369.579988, 21.031499999999994, 16.08279800415039, 44.91, 22.028999999999996, 4.598, 3.54, 1.5990000000000002, 300, 400, 800, -300, 
1590177370.579989, 0.0, 16.43726348876953, 44.91, 22.028999999999996, 4.598, 3.54, 1.5990000000000002, 300, 400, 800, -400, 
1590177371.57999, -13.536999999999997, 13.014605522155762, 32.792, 22.098000000000003, 7.463, 2.844, 1.551, 300, 400, 800, -300, 
1590177372.579991, 49.2605, 15.720821380615234, 83.055, 17.426000000000002, 12.538, 5.255000000000001, 2.3520000000000003, 400, 400, 800, -300, 
1590177373.579992, 14853.953, 622.8698120117188, 22855.809, 10912.915, 4603.161, 1025.648, 178.09699999999998, 300, 400, 800, -300, 
1590177374.579993, -14728.228000000003, 1248.414794921875, 251.332, 94.314, 17.03, 9.785, 4.2139999999999995, 300, 400, 800, -400, 
1590177375.5799942, -135.22549999999998, 641.5828247070312, 76.42300000000002, 22.562, 7.566999999999999, 6.209999999999999, 5.138000000000001, 300, 300, 800, -400, 
1590177376.579995, 77.34100000000001, 1246.25439453125, 156.91000000000003, 29.729, 11.464, 5.816, 2.7520000000000007, 300, 400, 800, -400, 
1590177377.5799959, -115.21800000000002, 1242.8363037109375, 32.553, 18.253, 7.122, 3.3710000000000004, 1.5219999999999998, 300, 400, 700, -400, 
1590177378.5799968, 12.028, 1231.661376953125, 41.175, 11.695999999999998, 6.355, 3.1320000000000006, 1.778, 200, 400, 700, -400, 
1590177379.579998, 45.342499999999994, 674.1158447265625, 103.696, 27.735, 19.017000000000003, 10.592999999999998, 4.606, 200, 400, 800, -400, 
1590177380.579999, -49.0695, 16.398469924926758, 42.924, 15.907, 12.968, 4.284000000000001, 1.8419999999999996, 200, 400, 700, -400, 
1590177381.58, -21.669499999999992, 19.687551498413086, 26.003000000000004, 30.994999999999997, 5.373, 3.6900000000000004, 2.8440000000000003, 200, 300, 700, -400, 
1590177382.580001, 63.796499999999995, 1192.584228515625, 103.24799999999999, 54.135, 8.732000000000001, 5.3389999999999995, 3.043, 300, 300, 700, -400, 
1590177383.580002, 0.0, 1180.1566162109375, 103.24799999999999, 54.135, 8.732000000000001, 5.3389999999999995, 3.043, 400, 300, 700, -400, 
1590177384.580003, -38.32099999999999, 497.92767333984375, 44.598, 19.759, 4.478000000000001, 3.684, 2.029, 500, 300, 700, -400, 
1590177385.580004, -4.777500000000002, 690.9353637695312, 50.41, 39.693, 5.885000000000001, 3.8140000000000005, 1.948, 500, 400, 700, -400, 
1590177386.5800052, -11.292499999999997, 23.8267765045166, 26.718000000000004, 14.019000000000002, 7.706000000000001, 2.758, 1.4750000000000003, 500, 400, 700, -500, 
1590177387.580006, 1.6815000000000022, 459.3005676269531, 35.547000000000004, 28.3, 7.154, 4.226, 1.758, 500, 500, 700, -500, 
1590177388.5800068, 2.0659999999999963, 1114.8380126953125, 36.963, 27.59, 5.236000000000001, 3.7470000000000003, 2.4220000000000006, 500, 500, 600, -500, 
1590177389.580008, -7.9334999999999996, 700.2053833007812, 29.955000000000002, 28.8, 6.025, 3.442, 2.348, 600, 500, 600, -500, 
1590177390.580009, 7.436499999999997, 422.9498291015625, 35.885999999999996, 27.154999999999994, 4.797000000000001, 4.185, 2.279, 700, 500, 600, -500, 
1590177391.58001, -4.0465, 1080.281494140625, 39.859, 41.684000000000005, 6.829000000000001, 3.9230000000000005, 2.0180000000000002, 700, 500, 600, -400, 
1590177392.580011, 4.454500000000001, 18.776798248291016, 30.899, 16.048, 5.732000000000001, 3.976, 1.97, 800, 500, 600, -400, 
1590177393.580012, 6.125499999999996, 1065.169921875, 39.806, 22.151999999999997, 5.881000000000001, 3.754000000000001, 1.625, 800, 500, 600, -500, 
1590177394.580013, -10.9595, 364.09808349609375, 22.683, 10.036000000000001, 4.948, 3.731, 1.986, 800, 400, 600, -500, 
1590177395.580014, 3.903999999999998, 353.1279296875, 35.669, 21.967, 10.317, 5.1739999999999995, 2.418, 800, 400, 600, -600, 
1590177396.5800152, 0.0, 1061.8258056640625, 35.669, 21.967, 10.317, 5.1739999999999995, 2.418, 800, 300, 600, -600, 
1590177397.5800161, 0.12050000000001027, 314.92535400390625, 32.95100000000001, 20.014, 8.477, 3.0769999999999995, 1.4760000000000002, 800, 300, 500, -600, 
1590177398.5800169, 41.24150000000001, 782.2416381835938, 71.67300000000002, 15.828, 6.267999999999999, 4.195, 2.154, 800, 300, 400, -600, 
1590177399.5800178, -27.942500000000017, 804.969970703125, 41.006, 12.114999999999998, 4.3500000000000005, 3.659, 2.2449999999999997, 800, 200, 400, -600, 
1590177400.580019, -27.567, 20.659639358520508, 16.463, 17.581999999999997, 5.945, 4.273000000000001, 1.738, 900, 200, 400, -600, 
1590177401.58002, 18.353999999999996, 1041.639404296875, 32.095, 15.337, 2.9360000000000004, 2.7399999999999998, 1.6430000000000002, 800, 200, 400, -600, 
1590177402.580021, -8.680999999999996, 210.19761657714844, 22.639000000000003, 11.218, 5.077, 3.234, 1.8570000000000002, 800, 200, 300, -600, 
1590177403.580022, -2.6615000000000038, 871.304443359375, 18.653, 8.353, 5.797, 3.2800000000000002, 1.605, 800, 200, 400, -600, 
1590177404.580023, -8.8625, 165.4424591064453, 14.849999999999998, 15.696000000000002, 7.294999999999999, 2.3740000000000006, 2.2439999999999998, 800, 200, 300, -600, 
1590177405.580024, 37.823499999999996, 1019.6088256835938, 49.321999999999996, 10.928, 5.768000000000001, 4.906999999999999, 2.04, 800, 100, 300, -600, 
1590177406.5800252, 33.6945, 29.310405731201172, 85.64699999999999, 17.124, 4.6610000000000005, 3.8959999999999995, 2.126, 800, 100, 300, -700, 
1590177407.5800261, -64.252, 945.529541015625, 20.314999999999998, 17.058, 3.623, 2.3970000000000002, 1.598, 800, 0, 300, -700, 
1590177408.5800269, 56.055, 52.922481536865234, 84.625, 23.369, 13.633999999999999, 2.8940000000000006, 1.6919999999999997, 800, 100, 300, -700, 
1590177409.5800278, -42.108, 45.33292770385742, 33.319, 12.361, 6.017999999999999, 3.198, 1.806, 800, 0, 300, -700, 
