time, reward, loss, alpha, low beta, high beta, gamma, theta, mod1, mod2, mod3, mod4, mod5
1590447926.596985, 0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 401, 401, 401, 401, 
1590447927.596986, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 402, 402, 402, 402, 
1590447928.5969868, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 401, 401, 401, 401, 
1590447929.596988, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 400, 400, 400, 400, 
1590447930.596989, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 399, 399, 399, 399, 
1590447931.5969899, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 400, 400, 400, 400, 
1590447932.596991, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 399, 399, 399, 399, 
1590447933.596992, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 400, 400, 400, 400, 
1590447934.596993, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 401, 401, 401, 401, 
1590447935.5969942, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 402, 402, 402, 402, 
1590447936.596995, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 401, 401, 401, 401, 
1590447937.596996, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 400, 400, 400, 400, 
1590447938.596997, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 401, 401, 401, 401, 
1590447939.596998, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 400, 400, 400, 400, 
1590447940.596999, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 399, 399, 399, 399, 
1590447941.597, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 398, 398, 398, 398, 
1590447942.597001, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 399, 399, 399, 399, 
1590447943.597002, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 398, 398, 398, 398, 
1590447944.597003, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 397, 397, 397, 397, 
1590447945.597004, 0.0, None, 288.82700000000006, 82.58, 28.572000000000003, 16.794999999999998, 8.711, 396, 396, 396, 396, 
